"","Mixture","Classical.monocytes","NK.cells","B.cells","pDC","Mast.cells","T.cytotoxic","Non.classical.monocytes","cDC2","cDC1","DC_Mature","Tregs","T.helper","B.Plasma","Macrophage","Macrophage_Alveolar","P.value","Correlation","RMSE","Absolute.score..sig.score."
"447","DSP-1001660015818-B-B06.dcc",0,0.18252592132309,0.127941918517875,0.0626169939954859,0.0622376809767459,0,0.160640456559961,0.272389347263975,0,0,0,0.311336327392856,0,0,0,0.02,0.111351012801676,1.00034767433302,1.17968864602999
"448","DSP-1001660015818-B-B07.dcc",0,0.224606242487994,0.224893224207332,0.00984753109223327,0,0,0.233477798409292,0.0982127120681779,0,0.084837592234025,0.00664673071334273,0.244023089232955,0,0,0.0400302584851755,0,0.155624479230026,0.991204875349582,1.16657517893053
"454","DSP-1001660015818-B-C01.dcc",0,0.220420398977385,0.112203404114865,0.0349264481763345,0.0100335695383186,0.219535039204173,0.206514511789121,0.163236946489725,0.053226191045836,0.0513682666936418,0.0330996684623709,0.0388738699398265,0.0397743288579721,3.52695147069796e-05,0.00915702948903161,0,0.144160409064206,0.994933218960892,1.19240494229331
"455","DSP-1001660015818-B-C02.dcc",0.135768294487729,0.156852476627773,0.252479028522813,0.029702591478756,0.11606780440108,0.139502526708427,0,0,0.0197686756168857,0.0406626865493562,0.0126742262295528,0.137574392424238,0.00591724566960121,0.0537552875289164,0.0967152719248311,0.04,0.0906744365396006,1.00410123694495,1.19744050816996
"456","DSP-1001660015818-B-C03.dcc",0,0.0795253895710261,0.208275753041139,0.124714412822482,0.0534910391148925,0.165097092903986,0.185781178122859,0,0.0733634837627052,0.0349315279911154,0.128298293387745,0,0.0230842493213021,0.0843511860871682,0,0,0.13428072507468,0.994367074225579,1.16091360612642
"457","DSP-1001660015818-B-C04.dcc",0,0.238571387080445,0.307663335489565,0,0.0178310365964328,0.00527497481176093,0.153901202562476,0.291355623610075,0,0.120445820990348,0,0.0186622207195795,0.0189328720425394,0,0.00623546239517896,0,0.14989206944736,0.993413203984816,1.1788739362984
"458","DSP-1001660015818-B-C05.dcc",0.111908097826438,0,0.0997544706180891,0.159731666145602,0,0.0948861751491377,0.0660652074119084,0.00396654222759535,0,0.168845855365878,0.0466754685945892,0.0149692947679996,0.349555513844949,0.0378950804905287,0.0337487148528159,0.31,0.0345409501642466,1.30035366911388,1.18800208729553
"487","DSP-1001660015818-B-E10.dcc",0,0.23265662909509,0,0,0,0.215720673075604,0.226292836444935,0.234626543624205,0,0.127586466501646,0,0,0.0723743190424153,0.0137659380693163,0,0,0.154512766337035,1.00039804195632,1.12302340585321
"488","DSP-1001660015818-B-E11.dcc",0,0.0143151387478099,0.0705593432761531,0.109576225568652,0.109748700221484,0.129409096553,0.219736978527106,0.100076674977733,0,0.0769011564819327,0.104005435552635,0.150903374008419,0.0461889238725024,0.0109398693392091,0,0,0.153754870292236,0.991426612275131,1.14236091712664
"489","DSP-1001660015818-B-E12.dcc",0,0.130119731406629,0.191968475920545,0,0.0552152688290962,0.276868965635639,0.130554094663482,0.180433124534434,0,0.12990174287448,0.0115651451394093,0,0.0426191676988614,0,0,0,0.170568449328987,0.988370343182618,1.14924571670258
"490","DSP-1001660015818-B-F01.dcc",0,0.0814887853425842,0.192738930881889,0,0,0.163316780885235,0.198960868705711,0.175960944148579,0,0.156198598261243,0.102287050380255,0,0.0235276625039029,0.0441922553322952,0,0,0.139691623706401,0.994219011880539,1.1386718764417
"491","DSP-1001660015818-B-F02.dcc",0,0.201840355828263,0.106780889904369,0.0608165186630631,0.0473726787229575,0.112960170050806,0.222146929061208,0.144314399619786,0,0.166767079975165,0.00805280063943592,0,0.0519275873003807,0,0.0118236876905389,0,0.148079942387747,0.995269745891227,1.13480309745597
"496","DSP-1001660015818-B-F07.dcc",0,0.101581767879524,0.0512379383495661,0.105885713703992,0,0.176983560603745,0.225649491149582,0.0849867734510849,0,0.168582760415406,0,0.11235052563052,0.100940705015498,0,0,0,0.174383225171233,0.997816731819418,1.12819923619892
"497","DSP-1001660015818-B-F08.dcc",0,0.222655162136195,0,0.0627335032900526,0,0.113169108193899,0.137700746005585,0.283966223693395,0,0.163218462291193,0.0671552320336642,0,0.0657563045876037,0,0,0,0.154494540677265,0.996827847195515,1.11635474223159
"498","DSP-1001660015818-B-F09.dcc",0,0.106844586514306,0.179911630606403,0.0340442499005132,0,0.132009348508016,0.216299791003247,0.19589438480046,0,0.0997943535116461,0.0345854396488096,0.0734061168090501,0.0487091210531468,0,0,0,0.192226925688023,0.982954099151102,1.1214990223556
"499","DSP-1001660015818-B-F10.dcc",0,0.358164772926446,0.109566912771423,0.00842629849349938,0,0.045427741364358,0.31536236191404,0.0369071646508684,0,0.110837823596643,0.0155761217165251,0.0968952926696315,0.0314571863654809,0,0,0,0.158613313106353,0.997608353587597,1.12862167646891
"500","DSP-1001660015818-B-F11.dcc",0,0.180310374307113,0.081971509156071,0.0206033604388828,0,0.248549711045243,0.146651144442618,0,0,0.261610502665946,0,0.133532234571587,0.0544249941994852,0,0,0,0.152610322389751,0.998711062023119,1.12765383082695
"501","DSP-1001660015818-B-F12.dcc",0,0.199593759903032,0,0.161131886363136,0,0.232680436319366,0.254435989170129,0.0476453607844597,0,0.115091577025666,0.0702265798302756,0.0103100825208033,0.0211786100595139,0,0,0,0.152588652875077,0.994424439173807,1.11229428197638
"507","DSP-1001660015818-B-G06.dcc",0,0.211896836304664,0.199265752232203,0,0,0.0709654971244019,0.0942140542885533,0.382473960790816,0,0.13309802677342,0.0132704412684297,0,0.0314860654826282,0,0,0,0.15524917163072,0.992784072911691,1.13667063426512
"508","DSP-1001660015818-B-G07.dcc",0,0.109780533625311,0.136176649788562,0.0621979524042988,0,0.168120359930778,0.221691112814174,0.184063009676265,0,0.151564314010355,0,0.0817891299497867,0.00268491339822043,0,0.0588717965185829,0,0.156884179713772,0.989326718410123,1.17693977211633
"511","DSP-1001660015818-B-G10.dcc",0,0.100227050914142,0,0.00637532282070667,0,0.0962602617355711,0.262005048008806,0.10598616169185,0,0.168409928826999,0.0704350631717327,0.19504081316446,0.0480163038110944,0.105910820789175,0,0.04,0.088447686744694,1.01181846556728,1.15866677493454
"512","DSP-1001660015818-B-G11.dcc",0,0.0527439325640453,0.381159351785397,0,0,0.300298089646091,0.233749945274567,0,0,0.133524565282382,0,0,0.0571064318029617,0,0,0,0.179896335527465,0.991240352078991,1.15858231635544
"516","DSP-1001660015818-B-H03.dcc",0,0.0799627939012142,0.123954171680497,0.101409586251104,0.0398601923597501,0.247019862882622,0.180750984826509,0.153238413320383,0,0.106170632644577,0,0,0.0536703123717998,0.0579637123334374,0,0,0.172437292276535,0.987650712026236,1.14400066257189
"517","DSP-1001660015818-B-H04.dcc",0,0.202563533666209,0.0177710113822888,0.0865701513260809,0.0172860377810832,0.2140391012513,0.161932167552074,0.189230204290084,0,0.110636321073863,0.0365036840109788,0,0.0667579737698868,0.0292927977196629,0,0,0.17291718532884,0.990407299055526,1.13258298382351
"518","DSP-1001660015818-B-H05.dcc",0,0.0957305169000209,0.0817725627202226,0.0828698169944624,0.0202771894992663,0.205808203540372,0.153163156665619,0.0636773010091496,0.0317486008655411,0.0664026894653444,0.0671309709519346,0,0.141625002538918,0.14532507314574,0,0,0.237633520554146,0.985363161385173,1.15553108429659
"519","DSP-1001660015818-B-H06.dcc",0,0.151669623972952,0.114115280923389,0.0407023075847586,0.00312493993947114,0.233395190944482,0.173767135467893,0.108602111164606,0,0.109855188759051,0,0.0286465860834972,0.063793975797362,0.0729090873020051,0.0297379333698576,0,0.21021612052782,0.979093105100335,1.13031936130932
"520","DSP-1001660015818-B-H07.dcc",0,0.125245298675684,0.0843393457034258,0.0917239962509653,0,0.290718858702172,0.154058936597423,0.139692615924417,0,0.0732028824598083,0.0146385506349421,0,0.0802744639550697,0.0718616345491075,0,0,0.196289972073686,0.985327725523034,1.12575658345301
"521","DSP-1001660015818-B-H08.dcc",0,0.0761102239140607,0.0956982877682374,0.0432259079069081,0,0.250727039532118,0.226007562979532,0.175267794082923,0,0.150416893744798,0.0538257677569687,0,0.0508346787895047,0,0,0,0.16022522663629,0.991948638296165,1.12211415647505
"522","DSP-1001660015818-B-H09.dcc",0,0.16697222741808,0,0.027223152686371,0,0.301624859194922,0.281521483962919,0.13181670784441,0,0.110599491230709,0,0,0.102900352907442,0.00297693949859964,0,0,0.163990371726451,1.00607868272416,1.12563521474345
"541","DSP-1001660020370-C-B06.dcc",0,0.268358196844839,0.189255598978277,0.0444556149378652,0,0,0.26137801871927,0.12858706857969,0,0.148248907238053,0.0391505887018308,0,0.0477127443271386,0,0,0.01,0.123415895001204,1.00425928203067,1.12714673832696
"542","DSP-1001660020370-C-B07.dcc",0,0.169254680013009,0.357666362094499,0.184054530220119,0.00865123305492882,0.0880628575630001,0.113127222075632,0,0,0.126877423112899,0.00803869551224304,0.0336454674043538,0.0223490013127412,0,0,0,0.149562711654061,0.996679402833675,1.11172747236343
"543","DSP-1001660020370-C-B08.dcc",0,0.244445886552836,0.111315976857406,0.022555429444027,0,0.0850875249339504,0.136652263451581,0.15981242967075,0,0.206621652180962,0,0.103871113613265,0.0310505693680393,0,0.0333308645663616,0,0.154108515622647,0.992095875039306,1.13474371063918
"544","DSP-1001660020370-C-B09.dcc",0,0.184813359217858,0.177138561752977,0,0,0.0703476455219512,0.185750145045905,0.0971228758672468,0.076812164356283,0,0,0.322775508659693,0,0,0,0,0.148567548201487,0.994756533046368,1.11476026042191
"545","DSP-1001660020370-C-B10.dcc",0,0.0553501603596376,0.189818873329976,0.0650658650662107,0.0373445333953663,0.305636210936839,0.197072698718082,0,0.0157826079210111,0.0645163095067172,0.0606169329442949,0,0.0298887186523924,0.115371451760705,0,0,0.157728746162778,0.990166589607321,1.13646436259123
"546","DSP-1001660020370-C-B11.dcc",0,0.176341607232043,0.131275969074457,0.0102376700751578,0,0,0.153073173116984,0.192467066749981,0,0.124631871002479,0,0.138662536400978,0.0230397991767024,0.175260179370255,0,0,0.152864050622186,0.992641241198945,1.12498987219904
"549","DSP-1001660020370-C-C02.dcc",0,0.292024381328835,0.134521358456005,0.0305442687748084,0,0.178328734024277,0.12101176955526,0.224023951933819,0.0597246301722608,0,0,0,0.0912530523775263,0,0,0.02,0.117770825893012,1.0162880637098,1.13143214662279
"553","DSP-1001660020370-C-C06.dcc",0,0.204668077721991,0,0,0,0.416379835119407,0.119470949858841,0.136055023694445,0,0.160539020712524,0,0,0.0956060132699479,0,0,0.02,0.109856949266535,1.02531046793559,1.13271892037716
"554","DSP-1001660020370-C-C07.dcc",0,0.157067389537062,0.12151431550367,0,0,0.187871814610922,0.172732405178725,0.343878765959824,0,0,0.0391038103811711,0,0.0980958885919673,0,0,0.02,0.119318412098382,1.01569536255844,1.12026438976334
"555","DSP-1001660020370-C-C08.dcc",0,0.232000109802194,0.0159585911874586,0,0.0376111205689766,0.298717897299013,0.192791894530621,0.200683102342789,0,0.0901533846216572,0,0,0.0668621038788342,0,0,0.02,0.107989294943771,1.01279742389571,1.13477820423154
"556","DSP-1001660020370-C-C09.dcc",0,0.199531469426197,0.221155794104393,0,0,0.166165882390544,0.178966668239757,0.162516041581271,0.113865989123997,0.0105942715723595,0,0,0.0686521921052015,0,0,0.02,0.116819036353985,1.00901392950426,1.12144830854372
"557","DSP-1001660020370-C-C10.dcc",0,0.146839114217474,0.0998812679384536,0,0,0.341068169610008,0.248012623451247,0,0,0.210872737318272,0,0,0.0726115941753462,0,0,0.02,0.108594744182079,1.01712441987894,1.1192855067108
"558","DSP-1001660020370-C-C11.dcc",0,0.178895859620649,0.203569713375978,0,0.000437420010919305,0.180837828661789,0.166946691313714,0.105333452723197,0,0.174352169195442,0,0,0.0858774563364996,0.0389822096913754,0,0,0.127805370822145,1.00896287871192,1.13523280092956
"589","DSP-1001660020370-C-F06.dcc",0,0.0277569071262517,0.115561559349641,0.0391353947833672,0.117006734191888,0.140851251070873,0.0628499107442617,0.139725854876418,0.0239979783815811,0.0642745541152807,0.0312821152273232,0.159756748440076,0.222798060234723,0.0605023738430695,0.053556017400501,0,0.475238967135057,0.881542408012475,1.25905545978526
"590","DSP-1001660020370-C-F07.dcc",0,0.107093199780413,0.118057369104585,0.0360581601400779,0.0785652259934831,0.196140880291341,0.0806323285114742,0.139674202154901,0,0.0888642962514001,0.0606405354543318,0.153252451912844,0.0688227882841093,0.0314541097504408,0.0567718759148396,0,0.25590917492585,0.966625604209954,1.21602742354424
"591","DSP-1001660020370-C-F08.dcc",0.00386112813837355,0.0701926287931067,0.0415277952690424,0.0763488976722569,0.0695903580829763,0.118533622070345,0.0360562026086131,0.18535650676401,0,0.0793416748210392,0.0652983987008742,0.0956281862344506,0.413146589293088,0,0.0742057075379716,0,0.544534895771724,0.9112469247194,1.32908769598615
"592","DSP-1001660020370-C-F09.dcc",0,0.0570609344678029,0,0.0304781676608023,0.0641334880309206,0.193555391953098,0.0893622123426293,0.147150025679884,0.00419846804426987,0.0767573008419365,0,0.0451520985538175,0.773039191923935,0.0165140366485172,0.00627154002331895,0,0.644896694299894,1.12839964765105,1.50367285617093
"593","DSP-1001660020370-C-F10.dcc",0,0.0682903757270707,0.0683882172595902,0.0593869383917372,0.0886881221921212,0.207815686149792,0.0829659061587318,0.184874626003638,0.0303640064296484,0.0422787246151154,0.0684116941886618,0.00359176049965165,0.276738678669116,0.0768587907918192,0.0318266258473523,0,0.600384082648859,0.800248252075348,1.29048015292405
"594","DSP-1001660020370-C-F11.dcc",0,0.105194512026562,0.0701007995997952,0.0481544809328111,0.0404250590478788,0.0862026581114397,0.0607219158791458,0.147774337543106,0,0.0520301543763974,0.00803965216955141,0.179119430739202,0.256815793935096,0.0857372454777988,0.10162305403934,0,0.580631496866133,0.814731762684769,1.24193909387812
"595","DSP-1001660020370-C-F12.dcc",0.008995922542181,0.10966535608134,0.0460977301019186,0.0267557527755109,0.0292426813740567,0.125583030816338,0.0771120095827805,0.154166355231903,0.00493341654450969,0.0877918231786688,0.0578631901049956,0.0905770236041288,0.586208528900702,0.0175074262972963,0.067026481298187,0,0.670543061933461,0.874527511160643,1.48952672843452
"608","DSP-1001660020370-C-H03.dcc",0.0175130145911584,0.0963107909106754,0.0838193676131103,0.0634049828956889,0.0996286314238431,0.14048277029465,0.126839736801645,0.144013067806533,0.131158129470387,0.0962100281540314,0.0844998997742757,0.0516562114413777,0.0130208066814029,0.275237775138521,0.23695571961106,0,0.256957826285122,0.966575859991811,1.66075093260836
"609","DSP-1001660020370-C-H04.dcc",0,0.10053029944939,0.0326221786585247,0.0630864124893106,0.0302078190184147,0.167526636967287,0.0832405821521457,0.129671298490328,0.0853234049195583,0.0585907519463263,0.0915687941071426,0.105513483579574,0.115604786218407,0.402726687682283,0.215905691660621,0,0.279124749343719,0.963874453440594,1.68211882733931
"610","DSP-1001660020370-C-H05.dcc",0.0704584206015615,0.158563800144787,0.0319767124877553,0.0760212304945526,0.0227489241906797,0.117062030132131,0.0919400109609976,0.155284148770986,0.104420739724499,0.0813676311629826,0.0620375640224394,0.0724629875828162,0.117268684230876,0.158924618341604,0.195398616533886,0,0.21269169619634,0.983677486319556,1.51593611938256
"611","DSP-1001660020370-C-H06.dcc",0.0435507914299671,0.0615568580134536,0.0723049900045087,0.0653753471350102,0.0620215315430228,0.166153290660863,0.0237830460835886,0.282238417197488,0.0958441840966382,0.0489942960551497,0.0754366244808465,0.0704390949993998,0.175661340850338,0.0785750723247236,0.071420828845436,0,0.224393449484131,0.990979407302618,1.39335571372043
"612","DSP-1001660020370-C-H07.dcc",0,0.0451969579127485,0.0327444506529719,0.0834077875752265,0.0870682718619542,0.196472174269641,0.137067401377566,0.11640979342255,0.0998090112945727,0.0594083068197103,0.0950031476543395,0.0928475980186437,0.183418651522315,0.330304302502902,0.135029514402437,0,0.226182764396869,0.988953232410407,1.69418736928758
"613","DSP-1001660020370-C-H08.dcc",0.0902026781067254,0.072093109240012,0.124252991819015,0.0625604732866336,0.0701892728872275,0.172514950207125,0.0754131691349698,0.150099732410374,0.104381975816615,0.0311924253786534,0.0620156741434354,0.0874966916858041,0.0344034645582882,0.25478164189831,0.257496956254766,0,0.251599084407113,0.968225222062618,1.64909520682795
"630","DSP-1001660020371-A-B02.dcc",0,0.0607822612517214,0.0536290063675481,0.0544025726812448,0.0662455261621924,0.153655209923698,0.102858441088176,0.124780873539974,0.0561982883895641,0.0536218312791239,0.0382491750917861,0.0864767288619758,0.216287089169616,0.337189603183114,0.185815180618976,0,0.51507112713389,0.858174220898203,1.59019178760871
"631","DSP-1001660020371-A-B03.dcc",0.00357101831382144,0.0950325710939328,0.0435471048992292,0.0520713635157656,0.0403343110269774,0.161885223270422,0.0708795954551862,0.142113605871984,0.0684807361812351,0.058566456813631,0.0399152043983365,0.0524313902864276,0.282765998831649,0.310060528003136,0.238467217921638,0,0.444431827686347,0.903599724227945,1.66012232588337
"632","DSP-1001660020371-A-B04.dcc",0.0050060648695975,0.0764126711525369,0.0874604400776729,0.0851484007123868,0.0433808385141668,0.161555516468306,0.0801681534490822,0.187891552525219,0.0688494681058997,0.058474418998262,0.0890856163805989,0.0557446087312295,0.0167824752341193,0.365797966646251,0.278846269235604,0,0.37900127588265,0.927047100639008,1.66060446110093
"633","DSP-1001660020371-A-B05.dcc",0,0.0721769991938999,0,0.112830956441608,0.0104457168935514,0.202595939935907,0.117691174817647,0.0740934310795522,0.188477102720531,0.0301352156158514,0.107256366609885,0.00975775073357394,0.451879384259766,0.354905227714165,0.355810131506562,0,0.614515328431349,0.793039938105472,2.0880553975225
"634","DSP-1001660020371-A-B06.dcc",0,0.0378098004460984,0.0948062560635567,0.0982332899006719,0.0479830479187342,0.213639217750013,0.0407991517741571,0.197371154762842,0.0141660449322686,0.0538524206166249,0.0517017021442687,0.0565183916167057,0.0464433520389556,0.521087109120628,0.257756528467136,0,0.419453625884473,0.909343883399976,1.73216746755266
"635","DSP-1001660020371-A-B07.dcc",0,0.113025920003233,0.0955911472389862,0.0625750497122783,0.0396679042530563,0.106275842391489,0.0850063629803672,0.155169471617824,0.0543758329351648,0.0950735747621867,0.0501387409622094,0.109594159601579,0.0163256467222748,0.329029842197854,0.193944386178239,0,0.443745854518651,0.908090074280436,1.50579388155674
"649","DSP-1001660020371-A-C09.dcc",0,0.0804855635861321,0,0.0429769826510704,0.0264484081137374,0.19075885997321,0.10488000737022,0.0947804642165704,0.082867180193872,0.0427428800182979,0.110849152729168,0.0647334212007652,0.166857213065569,0.322929818024599,0.292866077099121,0,0.353422825604645,0.938949444348437,1.62417602824233
"650","DSP-1001660020371-A-C10.dcc",0.00494667453802275,0.10335614401448,0,0.0445462284657172,0.0461889099737355,0.155611857708955,0.098813769220166,0.136588043091154,0.103662060144263,0.0402741700685571,0.0859493334723183,0.0694502232895905,0.221577101896861,0.293449299091795,0.156689620308093,0,0.591352234744999,0.814149709968472,1.56110343528371
"651","DSP-1001660020371-A-C11.dcc",0.0443613325018584,0.136920370642436,0,0.0672687737719247,0.0629983673732409,0.188375209981728,0.113047439658631,0.13995441079238,0.127492177300613,0.06639219321113,0.11092684308595,0.0571612183551783,0.421179448103227,0.251546063592961,0.221243985548185,0,0.626268478968106,0.78010315164664,2.00886783391944
"652","DSP-1001660020371-A-C12.dcc",0.00276506849020319,0.113512343577002,0,0.0684652503279287,0.0288821221247342,0.168772180493177,0.159648326006261,0.11449163535313,0.0576609867425458,0.041272932369751,0.0772271569607214,0.0478295010633807,0.182815806595622,0.28335745550557,0.217755885272668,0,0.441372516523989,0.897691702835453,1.5644566508827
"653","DSP-1001660020371-A-D01.dcc",0.0237484179870025,0.0464617544873552,0,0.0576240767164045,0.024832801850367,0.285749792715558,0.0988586011027223,0.132000865311576,0.143825736653145,0.039535109456111,0.0723483982560016,0.128122460059412,0.410653322046556,0.292266354713392,0.291685934696349,0,0.608428332462917,0.794095867523302,2.04771362605195
"654","DSP-1001660020371-A-D02.dcc",0,0.0863862166356189,0,0.0923791150214849,0.0317627897550778,0.180140412292751,0.0897363817107101,0.140672764623665,0.14724247588636,0,0.0729137557872053,0.116304584054664,0.298804682896192,0.307921833161597,0.261285311464913,0,0.475970590384555,0.882040202169909,1.82555032329024
"655","DSP-1001660020371-A-D03.dcc",0.0380291769909128,0.0965152224384889,0,0.07009385767081,0.0467754094402132,0.206994563191379,0.0893234062751132,0.139981633148899,0.106439556444645,0.0448638290384327,0.118881617661836,0.0880402024946957,0.243678411647511,0.279796617450915,0.208874451917102,0,0.463007710945123,0.886427179075799,1.77828795581095
"656","DSP-1001660020371-A-D04.dcc",0,0.0780717883103281,0,0.0469378943146742,0.0488438088575063,0.207338477041103,0.139420987897231,0.130564449715869,0.0987707216890462,0.0490383273536419,0.0622062531841778,0.0743998175138888,0.195590524958193,0.291904314756691,0.211763499345708,0,0.350823450320289,0.940482394411562,1.63485086493806
"662","DSP-1001660020371-A-D10.dcc",0,0.0813504739631842,0.0595389436033589,0.077171342807931,0.135246395515777,0.179724689599486,0.00508431445229452,0.128395334264112,0.0346860428472234,0.140459556189993,0.0358458171511383,0.117562798929385,0.0188196247940335,0.295873305909545,0.054846635392053,0,0.30963984750445,0.952026383616343,1.36460527541951
"663","DSP-1001660020371-A-D11.dcc",0.00872972677785632,0.11373540583563,0.0714155405447715,0.0594094219158281,0.0973383988259614,0.070844851863287,0,0.167017764579231,0.0577150019692767,0.0991147345674858,0.0955505357881312,0.180591271440201,0,0.153681844138617,0.194818454021745,0,0.250223648711051,0.967912443805919,1.36996295226802
"664","DSP-1001660020371-A-D12.dcc",0.00562997646745861,0.105775481822163,0.100465112636032,0.102728268381457,0.14912664593856,0.0198343932050349,0.0701619919030115,0.133437649660831,0.03336084405831,0.110824123973439,0.0165373415489577,0.189671217282746,0,0.284326078098925,0.0508960717777707,0,0.368019429006352,0.937083141575985,1.3727751967547
"665","DSP-1001660020371-A-E01.dcc",0,0.019706941965261,0.118574729438729,0.0623009888673373,0.079269945207418,0.138626871773017,0.0336106429515473,0.200714812672762,0,0.185597374656206,0.100070958339573,0.170156690688053,0.000632581051694232,0.15428519286997,0.0342033067211819,0,0.303857060034433,0.957194704801005,1.29775103720275
"666","DSP-1001660020371-A-E02.dcc",0,0.100183154657539,0.174232420446242,0.04522352451962,0.0569583009016131,0.323432301088999,0.0325303919827453,0,0.0214367914275044,0.101056708313851,0.0283457203038184,0.109979374672722,0.00663833288125992,0.293291517681938,0,0,0.305673914589815,0.953663986034286,1.29330853887785
"667","DSP-1001660020371-A-E03.dcc",0.00333811669484226,0.0581477857638983,0.121107881975332,0.0557261460491419,0.129624933125172,0.141471612755256,0.00588927174276265,0.152560546823696,0,0.131129012922099,0.0505329400954325,0.111273248718649,0.0141558395349519,0.388107405504023,0.0591785039622704,0,0.372139405409804,0.931897430104901,1.42224324566753
"681","DSP-1001660020371-A-F05.dcc",0.145978970875435,0.0873495044272863,0,0.0591529561774021,0.088092606725757,0.0691860471165868,0,0.256142208365055,0.179050844183834,0.0809836976057856,0.0627670162893853,0.199400880318872,0,0.218695399799728,0.214489450899904,0,0.195113510886067,0.984760576505648,1.66128958278503
"682","DSP-1001660020371-A-F06.dcc",0.048036116896328,0.00244689490797669,0.018539161355131,0.0965643869481499,0.144964898996015,0.167995630975959,0,0.179058226419498,0.121237055353841,0.052862712127663,0.0974156104329851,0.15478851405262,0.0508590133428262,0.230296591777304,0.328755939409485,0,0.22573746447404,0.9775023826,1.69382075299578
"683","DSP-1001660020371-A-F07.dcc",0.000168818163491415,0,0.0467838456510168,0,0.199178641792911,0.288268296525039,0,0,0.304062336076881,0.0831498210998325,0.122653937729891,0.0192297328215737,0.0136350579342971,0.339033755850302,0.291384392281312,0,0.255712686453892,0.970023181430103,1.70754863592655
"684","DSP-1001660020371-A-F08.dcc",0.0141530868483803,0,0,0.0791759703373989,0.0857945341409297,0.260681702360557,0.0446978777245977,0.169219273916901,0.217938394909377,0.0259978802181085,0.0676694895845003,0.110524093501608,0.38229974869659,0.164945647526171,0.156370188069065,0,0.204303322314826,1.07521263766056,1.77946788783418
"685","DSP-1001660020371-A-F09.dcc",0.0358624505624372,0.0605267770354613,0.0821029205148668,0.0689006213579283,0.1229993713213,0.14251603071545,0,0.109558473101132,0.250032431567167,0.0431724482012981,0.0140591918500731,0.145113042389753,0.0132052036153323,0.294752541505945,0.319767356937472,0,0.243972605990872,0.972857958846796,1.70256886067562
"686","DSP-1001660020371-A-F10.dcc",0.00467339759332065,0,0,0.0352801102728209,0.18553859890869,0.137667159459741,0.00541942049297803,0.223199407614955,0.288498962243043,0.00475461134856399,0.0749868286788313,0.254274593982081,0.00408322622493084,0.272786320043869,0.220022547578237,0,0.218087045789653,0.979249470087267,1.71118518444206
"687","DSP-1001660020371-A-F11.dcc",0.0274380336744045,0.0563305471442946,0.0448127556114695,0.0429058169267513,0.0980924991191126,0.182840029504595,0.0253626539763838,0.21291619332587,0.314573118274468,0.0264038250682836,0.162415231957189,0.0534818368278365,0.00263701577925882,0.326375458973148,0.0823430874932637,0,0.238367583055355,0.972148908189394,1.65892810365633
"702","DSP-1001660020371-A-H02.dcc",0.0428646033816948,0.0999962411849678,0.102600464910721,0.0553061045326147,0.0904150940186552,0.165542960470144,0.0464117531852171,0.135539154293004,0.0876475111141933,0.0539397317237816,0.0308241138557425,0.0334554308910223,0.279425471857202,0.144088217667795,0.0919458471671824,0,0.231938069919165,1.03235323986959,1.46000270025394
"703","DSP-1001660020371-A-H03.dcc",0.000477969610051493,0.128135089689252,0.153953944171024,0.088280997120491,0.124756717648816,0.125396412942445,0.0741233057844895,0.225939046759352,0.0141309842513269,0.0975058007393481,0.102878658147152,0.00671374879234003,0.0908894101325911,0.0987808204481687,0.0742029980464087,0,0.147733609382502,0.995655002320055,1.40616590428326
"704","DSP-1001660020371-A-H04.dcc",0,0.0916908147207522,0.184960831349108,0.115081327997535,0.0749376770059771,0.130477014284523,0.0943014070084693,0.149491674409436,0.0614156236932951,0.107204921521834,0.137107781966401,0,0.0491914607513069,0.158214157610839,0.0856363195129854,0,0.214563422332763,0.976457910709701,1.43971101183246
"705","DSP-1001660020371-A-H05.dcc",0,0.0607320226490858,0.140361043495389,0.0551029541365905,0.0900619413992204,0.194976000711734,0.120617467222876,0.194775890517462,0,0.120085276048434,0.0517877128474337,0.0617288061098205,0.140750689370856,0.156150033335058,0.0418548028215283,0,0.230504899483312,0.979012953381346,1.42898464066549
"706","DSP-1001660020371-A-H06.dcc",0.00461304197839532,0.115600894922634,0.154580980604817,0.0969283947592677,0.090543566757662,0.112276825884389,0.0819884595238911,0.133977271382588,0.0380789029003139,0.115541343714564,0.0926424294206023,0.0686981645800676,0.0524684250745549,0.22550155439882,0.0367084798486749,0,0.251191274947689,0.967757083131154,1.42014873575124
"707","DSP-1001660020371-A-H07.dcc",0,0.0649188428523092,0.0994741163568996,0.0250096304758577,0.0403437692078204,0.101076136478944,0.0903594723885159,0.20401460497271,0,0.116253978726158,0.120850155592301,0.141434318579291,0.195853670443688,0.0334775937321845,0.050358479084306,0,0.215985589450156,1.00842806461644,1.28342476889099
"736","DSP-1001660020372-E-C01.dcc",0.0561350890440764,0.0388959931653119,0.160615253405625,0.0411603811842998,0.0550103449691361,0.194771374148099,0.0556279592501396,0.0398681264812207,0.0400400702786171,0.169920650646667,0.0406884650530792,0.14109357377928,0.121416682584918,0.0439824371620202,0.053151945071697,0,0.343765752502348,0.93896335569138,1.25237834622419
