"","Mixture","Classical.monocytes","NK.cells","B.cells","pDC","Mast.cells","T.cytotoxic","Non.classical.monocytes","cDC2","cDC1","DC_Mature","Tregs","T.helper","B.Plasma","Macrophage","Macrophage_Alveolar","P.value","Correlation","RMSE","Absolute.score..sig.score."
"331","DSP-1001660011972-E-G10.dcc",0,0.0306455130503755,0.152352819986927,0.0866157127790369,0.0943337901145052,0.077946472226684,0.0492197971460811,0.115288549837301,0,0.191380440417748,0.109003320715056,0.212190074489696,0.0231847972832037,0.0215413956287515,0.068930569137889,0,0.381720895354095,0.940897121074783,1.23263325281325
"332","DSP-1001660011972-E-G11.dcc",0.0440024344465009,0.0485067105608525,0.156202818505972,0.0776963152375204,0.0716819091821106,0,0.0211358036229293,0.0646690624452493,0,0.262637331636715,0.103777637667623,0.221236707578218,0.0235171641918498,0.0805506091318199,0.0254547935596664,0,0.413608112039584,0.928993154010267,1.20106929776703
"348","DSP-1001660011973-F-A09.dcc",0,0.0516908673079116,0.191001828789865,0.0684231257852161,0.0531431443935254,0.0256541730020066,0.0513432378063487,0.17804264329661,0,0.106377009231449,0.0704238406993957,0.192943627903098,0.0343390467858789,0.1019270986577,0,0,0.279961597887296,0.96258069966818,1.125309643659
"349","DSP-1001660011973-F-A10.dcc",0,0.0841739998594501,0.213763622448826,0.0418591451444767,0.0624802233560929,0,0.0842694838046559,0.116655890786076,0,0.140256869919592,0.0761909951953972,0.198040888886346,0.0195261744173088,0.0820691656728973,0.0155959637902989,0,0.294774535924417,0.959980827287402,1.13488242328142
"350","DSP-1001660011973-F-A11.dcc",0,0.108812675897326,0.2812707664956,0.0683691425725208,0.0285267822057924,0.0418629728254432,0.10290039237203,0.13886717894897,0,0.0869410545340665,0.0634407538794602,0.114323894280565,0.0351322904688615,0.0719991102702626,0,0,0.279910015424803,0.962096469848667,1.1424470147509
"351","DSP-1001660011973-F-A12.dcc",0,0.0946221448047838,0.176863056091283,0.0875412042888997,0.0353589683552939,0.0489528252441412,0.0982098237640789,0.150122838686997,0,0.11718284732616,0.0317418804836226,0.17565677013527,0.0371491903023805,0.0754031105588816,0,0,0.248243640290533,0.969415322901048,1.12880466004179
"352","DSP-1001660011973-F-B01.dcc",0,0.0246226939393012,0.175017797364735,0.0910602663685351,0.0593503411318714,0.0383003380177962,0.0958697752932747,0.0999494060761958,0,0.138401454787569,0.0973914982177423,0.164772479643072,0.0320343875967705,0.120860091330077,0,0,0.283192967275329,0.961506985011276,1.13763052976694
"353","DSP-1001660011973-F-B02.dcc",0,0.0606787338203246,0.173367148065424,0.0845115493258038,0.0576953843976153,0.045201016792777,0.0677138247819715,0.163607222800679,0,0.100294812352745,0.0801951272353129,0.174091168296316,0.031740327712654,0.0725621924448055,0.0155066695481982,0,0.28044898976235,0.963086820074545,1.12716517757463
"354","DSP-1001660011973-F-B03.dcc",0,0.0796572889528398,0.191070854146591,0.0674065795395355,0.0485545428144398,0.016430087072668,0.0599396560112004,0.188586202348528,0,0.100037974915456,0.0766998146864015,0.151794916390575,0.0375027487344816,0.0922794733664958,0.019940247076158,0,0.277326791455992,0.962943739719979,1.12990038605537
"355","DSP-1001660011973-F-B04.dcc",0,0.072572004967674,0.198072369378927,0.0826940830419186,0.0544007390578108,0.0246451000527913,0.0997970873392594,0.124892332042835,0,0.145242796853619,0.0315722459550884,0.17734652367757,0.023911833198709,0.099132093868209,0,0,0.275418608792211,0.96384216903834,1.13427920943441
"394","DSP-1001660011973-F-E07.dcc",0.0528231675463739,0.0508231027261497,0,0.101648998534581,0.127288705267091,0.0280496774802685,0.00908448448227865,0.0619762288749769,0.0716362003834526,0.133708084162653,0.116954983751772,0.110001504551322,0,0.332468729255092,0.290977061885356,0,0.467522289662258,0.892270533586921,1.48744092890137
"395","DSP-1001660011973-F-E08.dcc",0.107374876617406,0.0572628724634799,0,0.120417502783766,0.150553895790035,0.0172937220346131,0.016049966598284,0.0810117970356641,0.0642308122153486,0.167359530184103,0.102130863125678,0.126020351482123,0.00685064199862395,0.265286744734531,0.173722138726786,0,0.425031041951451,0.914970853840661,1.45556571579044
"396","DSP-1001660011973-F-E09.dcc",0.0975225685742645,0.045790140061319,0.0293034086709681,0.0932305746984815,0.15771073287948,0.0692875800814585,0,0.151243355013745,0.0539367305110239,0.177548283383548,0.0658934271779269,0.118627100018361,0.0483276857721843,0.275102630108883,0.0619013811137064,0,0.475048080076523,0.901063664695687,1.44542559806535
"397","DSP-1001660011973-F-E10.dcc",0.00365175626751859,0.0569479789208312,0.0527649840276196,0.106017958708603,0.0657978228928464,0.0369376776562145,0.0486279616978264,0,0.0510606575384197,0.174120626389753,0.0365763285069662,0.0956703870233545,0.0107323696755868,0.402031349815745,0.332393199429204,0,0.525456609789524,0.861562063587173,1.47333105855049
"398","DSP-1001660011973-F-E11.dcc",0.105494652419167,0,0,0.124078481365718,0.0851725138565811,0.168649794586846,0.0565768333114498,0.0520220789443432,0.0782471732679306,0.178364414608976,0.126785129615501,0.047554858906643,0.0375196952810566,0.218687001976197,0.157603127276311,0,0.401279146271377,0.92414274005992,1.43675575541672
"399","DSP-1001660011973-F-E12.dcc",0.0468382008970746,0.0483792795788348,0.0168480829519432,0.104866858297939,0.103026846421829,0.0472332304932484,0.0324504210275388,0.0289635553413587,0.0703164735830114,0.118433047852104,0.102492584273572,0.120817745282283,0,0.338609300636379,0.260579871948562,0,0.501801958138797,0.880284821502116,1.43985549858568
"400","DSP-1001660011973-F-F01.dcc",0.0276053246313721,0.039750526929387,0,0.11407824209753,0.114702920507696,0.0118206174059167,0.0426831963944663,0.0445462404893165,0.0751836205002407,0.163995590094116,0.111493441881137,0.113470452575429,0.00419307222945816,0.350835286993251,0.26910807545491,0,0.462517659137148,0.894150572149655,1.48346660818423
"401","DSP-1001660011973-F-F02.dcc",0.0630630473457111,0.039073140340335,0.0264492375294192,0.116301375112804,0.159564536875788,0.0508851461947888,0,0.0807250729081456,0.0721269339051134,0.211246712298426,0.041448755786216,0.0960223131999813,0.0592962878707868,0.270464880040724,0.169439990268786,0,0.416345293756248,0.914811199884046,1.45610742967703
"417","DSP-1001660011973-F-G06.dcc",0.0202161640522787,0.0664292106320233,0.037048260390622,0.120372943620934,0.10336395044579,0.0571451483222757,0.0503950273730885,0.157528829386195,0,0.197593335369815,0.0174736798822512,0.138642033730427,0.107747708560281,0.277224938952289,0.0684461670667199,0,0.412748576772672,0.914056682620687,1.41962739778499
"418","DSP-1001660011973-F-G07.dcc",0,0,0.0708742672795012,0.0849813924180726,0.12388330022243,0.0715584481796865,0.0661671235646272,0.197706119521808,0,0.19571649445406,0.099914919393255,0.0793705368158533,0.0388325210825362,0.276833256142215,0.0632475734929461,0,0.419124430354029,0.918500220598973,1.36908595256699
"419","DSP-1001660011973-F-G08.dcc",0.0368308138881001,0.062968557477307,0.0847156047768987,0.0532238549663559,0.111354523650612,0.0762620578199764,0.0547589930648806,0.166493066094091,0,0.17608002258538,0.0829477653361579,0.101963330629311,0.0150592449928801,0.224355698114907,0.154290031818299,0,0.43484875288977,0.916767870899877,1.40130356521516
"420","DSP-1001660011973-F-G09.dcc",0.0465369824926549,0.00868883921732423,0.049234963355112,0.0755128817406753,0.117736289110464,0.129460402328185,0.0348806166654846,0.149726546398859,0,0.130118599347269,0.0603866710849237,0.0992066321437277,0.120336764168444,0.254003616713958,0.142723069663237,0,0.453886685923023,0.896438031837563,1.41855287443032
"421","DSP-1001660011973-F-G10.dcc",0.0225616740721947,0.0212975990339689,0.0212005827473917,0.110810113063214,0.122417604921762,0.068277009451635,0.078857539994348,0.122765771220774,0.0113796094492758,0.177209868669692,0.0683639371416154,0.154076454740416,0.0790594964885824,0.291983144571189,0.0585159682172782,0,0.42979383676105,0.911618989658989,1.40877637378334
"422","DSP-1001660011973-F-G11.dcc",0.020567045891243,0.0301721580353359,0.0488252020113624,0.0882957375314729,0.142510867449654,0.0982914315790542,0.0060735932550442,0.14113322878788,0.0188023585462484,0.143703553549634,0.042598495705496,0.125301437555228,0.167157210719603,0.355298476897744,0.0299242041263706,0,0.386389269677045,0.922682417788378,1.45865500164137
"423","DSP-1001660011973-F-G12.dcc",0.0333817226000017,0.0632225174269423,0.021614830608074,0.0655248798079335,0.0838257010929885,0.0458994981113732,0.054858278037561,0.156120061196663,0,0.148507662818307,0.0950411476232207,0.119093303345162,0.167864513308678,0.29613212671029,0.113391922818948,0,0.476381458000636,0.881200382512526,1.46447816550614
"424","DSP-1001660011973-F-H01.dcc",0.0171842106937927,0.0208582145751425,0.0934174894514333,0.110182705057157,0.107502384944892,0.0688398746817602,0.0303148379495923,0.197628655857863,0,0.156175300742854,0.0661893230872196,0.149301166176577,0.0297808731238968,0.26043577379942,0.0717003725011828,0,0.438584934353323,0.916976809963528,1.37951118264278
"435","DSP-1001660015818-B-A05.dcc",0,0.0808226084441586,0.247755799286355,0.0838302559829033,0,0.191414861415505,0.177354504036524,0.00514895845582304,0.0213386177483056,0.108439233698624,0,0.183709126285058,0.0389165870197215,0,0,0,0.197428162761914,0.98210274200124,1.13873055237298
"436","DSP-1001660015818-B-A06.dcc",0,0.315137794826419,0.109430098028945,0,0,0.0190422909113671,0.164209949826699,0.00352811667363997,0.0742716452869233,0.131849713358478,0,0.121075905563918,0.0419992223604342,0.137307947318116,0,0.02,0.114284609026228,1.00691179053593,1.11785268415494
"437","DSP-1001660015818-B-A07.dcc",0,0.0912953212231541,0.114981043049449,0.167220890207027,0,0.283033052739462,0.171087094329203,0.0111553466757447,0,0.104771727772678,0.125659435859975,0,0.0512586640700129,4.75076371836945e-05,0,0,0.148315687644034,0.996795406624349,1.12051008356389
"438","DSP-1001660015818-B-A09.dcc",0,0.265033905001158,0,0,0,0.167997028365701,0.219585637750501,0,0.0051124154356031,0.275235248135063,0,0.10621969453871,0.0539232842713304,0.04174361100746,0,0,0.128275984562704,1.00802475894593,1.13485082450553
"446","DSP-1001660015818-B-B05.dcc",0,0.18550698172454,0.230938770721565,0,0,0,0.206128370139305,0.318166730042226,0,0.024031502539522,0,0.147440799753191,0.0522236100047936,0,0,0,0.130336773786687,1.00021311409916,1.16443676492514
